queryid_pep	pfam_id	pfam_description
evm.model.CTG_9669.6_Akon	PF08662	Eukaryotic translation initiation factor eIF2A
evm.model.HIC_ASM_1.10651_Akon	PF00303	Thymidylate synthase
evm.model.HIC_ASM_1.10651_Akon	PF00186	Dihydrofolate reductase
evm.model.HIC_ASM_1.10639_Akon	PF00303	Thymidylate synthase
evm.model.HIC_ASM_1.10639_Akon	PF00186	Dihydrofolate reductase
evm.model.HIC_ASM_8.159_Akon	PF00303	Thymidylate synthase
evm.model.HIC_ASM_8.159_Akon	PF00186	Dihydrofolate reductase
evm.model.HIC_ASM_5.9905_Akon	PF00134	Cyclin, N-terminal domain
evm.model.HIC_ASM_5.9905_Akon	PF02984	Cyclin, C-terminal domain
evm.model.HIC_ASM_11.3639_Akon	PF00134	Cyclin, N-terminal domain
evm.model.HIC_ASM_11.3639_Akon	PF02984	Cyclin, C-terminal domain
evm.model.HIC_ASM_7.2281_Akon	PF01852	START domain
evm.model.HIC_ASM_7.2281_Akon	PF00046	Homeobox domain
evm.model.HIC_ASM_7.4581_Akon	PF01852	START domain
evm.model.HIC_ASM_7.4581_Akon	PF00046	Homeobox domain
evm.model.HIC_ASM_4.1417.2_Akon	PF03447	Homoserine dehydrogenase, NAD binding domain
evm.model.HIC_ASM_4.1417.2_Akon	PF00742	Homoserine dehydrogenase
evm.model.CTG_9839.3.2_Akon	PF03447	Homoserine dehydrogenase, NAD binding domain
evm.model.CTG_9839.3.2_Akon	PF00742	Homoserine dehydrogenase
evm.model.HIC_ASM_6.490_Akon	PF17146	PIN domain of ribonuclease
evm.model.HIC_ASM_6.490_Akon	PF08772	Nin one binding (NOB1) Zn-ribbon like
evm.model.HIC_ASM_6.531_Akon	PF17146	PIN domain of ribonuclease
evm.model.HIC_ASM_6.531_Akon	PF08772	Nin one binding (NOB1) Zn-ribbon like
evm.model.HIC_ASM_6.9297.2_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_11.1088_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_11.1088_Akon	PF12202	Oxidative-stress-responsive kinase 1 C-terminal domain
evm.model.HIC_ASM_7.6530_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_7.6530_Akon	PF12202	Oxidative-stress-responsive kinase 1 C-terminal domain
evm.model.HIC_ASM_3.9443_Akon	PF00724	NADH:flavin oxidoreductase / NADH oxidase family
evm.model.HIC_ASM_2.4900_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_2.4900_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_7.716_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_7.716_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_12.137_Akon	PF14661	HAUS augmin-like complex subunit 6 N-terminus
evm.model.HIC_ASM_12.133_Akon	PF14661	HAUS augmin-like complex subunit 6 N-terminus
evm.model.HIC_ASM_10.2714_Akon	PF13947	Wall-associated receptor kinase galacturonan-binding
evm.model.HIC_ASM_10.2714_Akon	PF14380	Wall-associated receptor kinase C-terminal
evm.model.HIC_ASM_4.1134_Akon	PF00501	AMP-binding enzyme
evm.model.HIC_ASM_4.1134_Akon	PF13193	AMP-binding enzyme C-terminal domain
evm.model.HIC_ASM_10.3833_Akon	PF01241	Photosystem I psaG / psaK
evm.model.HIC_ASM_3.8387.1_Akon	PF04749	PLAC8 family
evm.model.HIC_ASM_5.9063_Akon	PF01553	Acyltransferase
evm.model.HIC_ASM_10.724_Akon	PF04398	Protein of unknown function, DUF538
evm.model.HIC_ASM_10.729_Akon	PF04398	Protein of unknown function, DUF538
evm.model.CTG_16720.2_Akon	PF13462	Thioredoxin
evm.model.HIC_ASM_11.6672_Akon	PF13462	Thioredoxin
evm.model.HIC_ASM_5.10062.1_Akon	PF13462	Thioredoxin
evm.model.HIC_ASM_5.10063_evm.model.HIC_ASM_5.10064_Akon	PF13462	Thioredoxin
evm.model.CTG_4354.14_Akon	PF13462	Thioredoxin
evm.model.HIC_ASM_9.10333.6_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.HIC_ASM_1.325_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.HIC_ASM_2.7429_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.HIC_ASM_2.7457_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.CTG_18646.4_Akon	PF05183	RNA dependent RNA polymerase
evm.model.HIC_ASM_3.9100.2_Akon	PF05183	RNA dependent RNA polymerase
evm.model.HIC_ASM_3.9103_Akon	PF05183	RNA dependent RNA polymerase
evm.model.HIC_ASM_11.1819_Akon	PF02536	mTERF
evm.model.HIC_ASM_7.469.2_Akon	PF00005	ABC transporter
evm.model.HIC_ASM_7.469.2_Akon	PF00037	4Fe-4S binding domain
evm.model.HIC_ASM_7.469.2_Akon	PF04068	Possible Fer4-like domain in RNase L inhibitor, RLI
evm.model.CTG_11389.8_Akon	PF00005	ABC transporter
evm.model.CTG_11389.8_Akon	PF00037	4Fe-4S binding domain
evm.model.CTG_11389.8_Akon	PF04068	Possible Fer4-like domain in RNase L inhibitor, RLI
evm.model.HIC_ASM_6.1647_Akon	PF02427	Photosystem I reaction centre subunit IV / PsaE
evm.model.CTG_7549.10_Akon	PF02427	Photosystem I reaction centre subunit IV / PsaE
evm.model.CTG_18287.3_Akon	PF02427	Photosystem I reaction centre subunit IV / PsaE
evm.model.HIC_ASM_5.9439_Akon	PF00620	RhoGAP domain
evm.model.HIC_ASM_5.9439_Akon	PF00169	PH domain
evm.model.HIC_ASM_5.9439_Akon	PF14389	Leucine-zipper of ternary complex factor MIP1
evm.model.CTG_19284.7_Akon	PF16573	N-terminal beta-sandwich domain of polyadenylation factor
evm.model.CTG_19284.7_Akon	PF06807	Pre-mRNA cleavage complex II protein Clp1
evm.model.CTG_19284.7_Akon	PF16575	mRNA cleavage and polyadenylation factor CLP1 P-loop
evm.model.HIC_ASM_9.945.1_Akon	PF00924	Mechanosensitive ion channel
evm.model.HIC_ASM_12.4378_Akon	PF00924	Mechanosensitive ion channel
evm.model.HIC_ASM_12.4350_Akon	PF00924	Mechanosensitive ion channel
evm.model.HIC_ASM_11.2924_Akon	PF00939	Sodium:sulfate symporter transmembrane region
evm.model.HIC_ASM_11.2945_Akon	PF00939	Sodium:sulfate symporter transmembrane region
evm.model.HIC_ASM_12.5114_Akon	PF00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
evm.model.HIC_ASM_8.1642_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.HIC_ASM_8.1642_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_8.1642_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_10.1428_Akon	PF01459	Eukaryotic porin
evm.model.HIC_ASM_4.3431_Akon	PF10343	Potential Queuosine, Q, salvage protein family
evm.model.HIC_ASM_4.3438_Akon	PF10343	Potential Queuosine, Q, salvage protein family
evm.model.HIC_ASM_12.517_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_12.517_Akon	PF00641	Zn-finger in Ran binding protein and others
evm.model.HIC_ASM_2.7439_Akon	PF01764	Lipase (class 3)
evm.model.HIC_ASM_2.7469_Akon	PF01764	Lipase (class 3)
evm.model.HIC_ASM_7.7423_Akon	PF05212	Protein of unknown function (DUF707)
evm.model.HIC_ASM_4.6204_Akon	PF03109	ABC1 family
evm.model.HIC_ASM_0.6138_Akon	PF04815	Sec23/Sec24 helical domain
evm.model.HIC_ASM_0.6138_Akon	PF00626	Gelsolin repeat
evm.model.HIC_ASM_0.6138_Akon	PF04810	Sec23/Sec24 zinc finger
evm.model.HIC_ASM_0.6138_Akon	PF08033	Sec23/Sec24 beta-sandwich domain
evm.model.HIC_ASM_0.6138_Akon	PF04811	Sec23/Sec24 trunk domain
evm.model.HIC_ASM_5.9406_Akon	PF03321	GH3 auxin-responsive promoter
evm.model.CTG_5068.5_Akon	PF03321	GH3 auxin-responsive promoter
evm.model.CTG_15309.6_Akon	PF03321	GH3 auxin-responsive promoter
evm.model.CTG_15309.4_Akon	PF03321	GH3 auxin-responsive promoter
evm.model.HIC_ASM_5.10086_Akon	PF00924	Mechanosensitive ion channel
evm.model.HIC_ASM_11.6753_Akon	PF00924	Mechanosensitive ion channel
evm.model.CTG_15213.2_Akon	PF00924	Mechanosensitive ion channel
evm.model.HIC_ASM_5.10119_Akon	PF00924	Mechanosensitive ion channel
evm.model.CTG_33.7_Akon	PF01417	ENTH domain
evm.model.HIC_ASM_1.650.1_Akon	PF00400	WD domain, G-beta repeat
evm.model.HIC_ASM_3.9399_Akon	PF06972	Protein of unknown function (DUF1296)
evm.model.CTG_1225.10_Akon	PF06432	Phosphatidylinositol N-acetylglucosaminyltransferase
evm.model.HIC_ASM_1.8887_Akon	PF06432	Phosphatidylinositol N-acetylglucosaminyltransferase
evm.model.HIC_ASM_1.464_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_1.464_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_6.8077_Akon	PF00581	Rhodanese-like domain
evm.model.HIC_ASM_7.766.2_Akon	PF01008	Initiation factor 2 subunit family
evm.model.CTG_12535.3.2_Akon	PF01008	Initiation factor 2 subunit family
evm.model.HIC_ASM_5.9827_Akon	PF00168	C2 domain
evm.model.CTG_9063.10_Akon	PF00168	C2 domain
evm.model.HIC_ASM_1.10533_Akon	PF00400	WD domain, G-beta repeat
evm.model.HIC_ASM_1.10533_Akon	PF04158	Sof1-like domain
evm.model.HIC_ASM_7.7353_Akon	PF04191	Phospholipid methyltransferase
evm.model.CTG_19439.1_Akon	PF04573	Signal peptidase subunit
evm.model.CTG_10474.5_Akon	PF04573	Signal peptidase subunit
evm.model.HIC_ASM_6.8743_Akon	PF01435	Peptidase family M48
evm.model.HIC_ASM_1.1644_Akon	PF03110	SBP domain
evm.model.HIC_ASM_2.6437_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_2.6490_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.CTG_922.2_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_9.10548_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.CTG_1407.5_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_9.10534_Akon	PF00704	Glycosyl hydrolases family 18
evm.model.HIC_ASM_5.8188.3_Akon	PF12872	OST-HTH/LOTUS domain
evm.model.HIC_ASM_5.8188.3_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_5.8188.3_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.CTG_18019.10_Akon	PF12872	OST-HTH/LOTUS domain
evm.model.CTG_18019.10_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.CTG_18019.10_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.CTG_17002.5_Akon	PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
evm.model.HIC_ASM_7.665_Akon	PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
evm.model.HIC_ASM_6.8005_Akon	PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
evm.model.HIC_ASM_4.14311_Akon	PF01370	NAD dependent epimerase/dehydratase family
evm.model.CTG_18738.6_Akon	PF01370	NAD dependent epimerase/dehydratase family
evm.model.HIC_ASM_4.2651_Akon	PF13419	Haloacid dehalogenase-like hydrolase
evm.model.HIC_ASM_4.831_Akon	PF02782	FGGY family of carbohydrate kinases, C-terminal domain
evm.model.HIC_ASM_4.831_Akon	PF00370	FGGY family of carbohydrate kinases, N-terminal domain
evm.model.HIC_ASM_4.835_Akon	PF02782	FGGY family of carbohydrate kinases, C-terminal domain
evm.model.HIC_ASM_4.835_Akon	PF00370	FGGY family of carbohydrate kinases, N-terminal domain
evm.model.HIC_ASM_4.2645_Akon	PF04564	U-box domain
evm.model.CTG_19434.2_Akon	PF04564	U-box domain
evm.model.HIC_ASM_3.8822_Akon	PF07983	X8 domain
evm.model.HIC_ASM_3.8822_Akon	PF00332	Glycosyl hydrolases family 17
evm.model.HIC_ASM_4.2040.2_Akon	PF02705	K+ potassium transporter
evm.model.HIC_ASM_12.4853_Akon	PF02225	PA domain
evm.model.HIC_ASM_12.4853_Akon	PF00082	Subtilase family
evm.model.HIC_ASM_12.4853_Akon	PF17766	fn3_6
evm.model.HIC_ASM_12.4873_Akon	PF02225	PA domain
evm.model.HIC_ASM_12.4873_Akon	PF00082	Subtilase family
evm.model.HIC_ASM_12.4873_Akon	PF17766	fn3_6
evm.model.HIC_ASM_3.3714_Akon	PF00022	Actin
evm.model.HIC_ASM_8.6929.2_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_11.1446_Akon	PF01643	Acyl-ACP thioesterase
evm.model.CTG_4239.6_Akon	PF01643	Acyl-ACP thioesterase
evm.model.CTG_16144.16_Akon	PF00574	Clp protease
evm.model.HIC_ASM_1.2103_Akon	PF00574	Clp protease
evm.model.HIC_ASM_11.1829_Akon	PF00852	Glycosyltransferase family 10 (fucosyltransferase) C-term
evm.model.CTG_19551.1.2_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_4.13196.2_Akon	PF00226	DnaJ domain
evm.model.CTG_5330.19_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_10.4522_Akon	PF01344	Kelch motif
evm.model.HIC_ASM_7.103_Akon	PF00410	Ribosomal protein S8
evm.model.HIC_ASM_9.305_Akon	PF07717	Oligonucleotide/oligosaccharide-binding (OB)-fold
evm.model.HIC_ASM_9.305_Akon	PF00270	DEAD/DEAH box helicase
evm.model.HIC_ASM_9.305_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_9.305_Akon	PF04408	Helicase associated domain (HA2)
evm.model.HIC_ASM_9.332_Akon	PF07717	Oligonucleotide/oligosaccharide-binding (OB)-fold
evm.model.HIC_ASM_9.332_Akon	PF00270	DEAD/DEAH box helicase
evm.model.HIC_ASM_9.332_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_9.332_Akon	PF04408	Helicase associated domain (HA2)
evm.model.HIC_ASM_5.11752.1_Akon	PF01553	Acyltransferase
evm.model.CTG_16889.1.1_Akon	PF01553	Acyltransferase
evm.model.HIC_ASM_6.9491_evm.model.HIC_ASM_6.9492_Akon	PF00170	bZIP transcription factor
evm.model.HIC_ASM_11.1733_Akon	PF00400	WD domain, G-beta repeat
evm.model.CTG_15758.3_Akon	PF00400	WD domain, G-beta repeat
evm.model.CTG_15569.2_Akon	PF00957	Synaptobrevin
evm.model.CTG_15569.2_Akon	PF13774	Regulated-SNARE-like domain
evm.model.HIC_ASM_11.1911_Akon	PF00957	Synaptobrevin
evm.model.HIC_ASM_11.1911_Akon	PF13774	Regulated-SNARE-like domain
evm.model.HIC_ASM_9.4181_Akon	PF04048	Sec8 exocyst complex component specific domain
evm.model.CTG_8100.1_Akon	PF09258	Glycosyl transferase family 64 domain
evm.model.HIC_ASM_6.207_Akon	PF09258	Glycosyl transferase family 64 domain
evm.model.HIC_ASM_2.364.2_Akon	PF09258	Glycosyl transferase family 64 domain
evm.model.HIC_ASM_3.4110_evm.model.HIC_ASM_3.4108_Akon	PF04987	Phosphatidylinositolglycan class N (PIG-N)
evm.model.HIC_ASM_5.2267_Akon	PF13639	Ring finger domain
evm.model.CTG_12056.2_Akon	PF13639	Ring finger domain
evm.model.HIC_ASM_5.2289_Akon	PF13639	Ring finger domain
evm.model.HIC_ASM_3.1621_Akon	PF00307	Calponin homology (CH) domain
evm.model.HIC_ASM_2.5067_Akon	PF01590	GAF domain
evm.model.HIC_ASM_2.5067_Akon	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
evm.model.HIC_ASM_2.5067_Akon	PF00360	Phytochrome region
evm.model.HIC_ASM_2.5067_Akon	PF00512	His Kinase A (phospho-acceptor) domain
evm.model.HIC_ASM_2.5067_Akon	PF08446	PAS fold
evm.model.HIC_ASM_2.5067_Akon	PF00989	PAS fold
evm.model.HIC_ASM_1.1216_Akon	PF00400	WD domain, G-beta repeat
evm.model.HIC_ASM_8.7148_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_8.7090_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_8.7116_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_8.7130_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_8.7149_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_8.7080_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_8.7145_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_6.8745_Akon	PF02469	Fasciclin domain
evm.model.HIC_ASM_1.1471_Akon	PF02469	Fasciclin domain
evm.model.HIC_ASM_0.4973_Akon	PF00575	S1 RNA binding domain
evm.model.HIC_ASM_10.2821_Akon	PF00112	Papain family cysteine protease
evm.model.HIC_ASM_10.2821_Akon	PF08246	Cathepsin propeptide inhibitor domain (I29)
evm.model.CTG_18196.9_Akon	PF05132	RNA polymerase III RPC4
evm.model.HIC_ASM_9.8608.5_Akon	PF05132	RNA polymerase III RPC4
evm.model.CTG_3566.7.2_Akon	PF05132	RNA polymerase III RPC4
evm.model.HIC_ASM_9.7208_Akon	PF02714	Calcium-dependent channel, 7TM region, putative phosphate
evm.model.HIC_ASM_9.7208_Akon	PF13967	Late exocytosis, associated with Golgi transport
evm.model.HIC_ASM_9.7208_Akon	PF14703	Cytosolic domain of 10TM putative phosphate transporter
evm.model.HIC_ASM_3.328.3_Akon	PF00564	PB1 domain
evm.model.HIC_ASM_3.328.3_Akon	PF00569	Zinc finger, ZZ type
evm.model.HIC_ASM_3.328.3_Akon	PF16158	Ig-like domain from next to BRCA1 gene
evm.model.HIC_ASM_6.239_Akon	PF05158	RNA polymerase Rpc34 subunit
evm.model.HIC_ASM_6.192_Akon	PF05158	RNA polymerase Rpc34 subunit
evm.model.HIC_ASM_6.238_Akon	PF05158	RNA polymerase Rpc34 subunit
evm.model.HIC_ASM_9.9472_Akon	PF05158	RNA polymerase Rpc34 subunit
evm.model.HIC_ASM_6.193_Akon	PF05158	RNA polymerase Rpc34 subunit
evm.model.CTG_7307.55_Akon	PF00646	F-box domain
evm.model.CTG_7307.55_Akon	PF01344	Kelch motif
evm.model.HIC_ASM_4.12423_Akon	PF00646	F-box domain
evm.model.HIC_ASM_4.12423_Akon	PF01344	Kelch motif
evm.model.CTG_5778.4_Akon	PF04607	Region found in RelA / SpoT proteins
evm.model.HIC_ASM_3.9472_Akon	PF04607	Region found in RelA / SpoT proteins
evm.model.HIC_ASM_4.13082.1_Akon	PF11926	Domain of unknown function (DUF3444)
evm.model.HIC_ASM_4.13082.1_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_9.2042_Akon	PF01657	Salt stress response/antifungal
evm.model.CTG_14100.4_Akon	PF01657	Salt stress response/antifungal
evm.model.HIC_ASM_0.5532_Akon	PF13178	Protein of unknown function (DUF4005)
evm.model.HIC_ASM_0.5532_Akon	PF00612	IQ calmodulin-binding motif
evm.model.HIC_ASM_0.5517_Akon	PF13178	Protein of unknown function (DUF4005)
evm.model.HIC_ASM_0.5517_Akon	PF00612	IQ calmodulin-binding motif
evm.model.HIC_ASM_10.1207_Akon	PF03127	GAT domain
evm.model.HIC_ASM_10.1207_Akon	PF00790	VHS domain
evm.model.CTG_18468.5_Akon	PF03127	GAT domain
evm.model.CTG_18468.5_Akon	PF00790	VHS domain
evm.model.CTG_9045.1_Akon	PF00025	ADP-ribosylation factor family
evm.model.HIC_ASM_2.148_Akon	PF00025	ADP-ribosylation factor family
evm.model.CTG_14016.12_Akon	PF00025	ADP-ribosylation factor family
evm.model.HIC_ASM_5.805_Akon	PF09752	Abhydrolase domain containing 18
evm.model.HIC_ASM_5.861_Akon	PF09752	Abhydrolase domain containing 18
evm.model.HIC_ASM_6.9183_Akon	PF01823	MAC/Perforin domain
evm.model.HIC_ASM_6.1121_Akon	PF01823	MAC/Perforin domain
evm.model.HIC_ASM_5.549_Akon	PF02493	MORN repeat
evm.model.HIC_ASM_5.549_Akon	PF01504	Phosphatidylinositol-4-phosphate 5-Kinase
evm.model.HIC_ASM_9.10306_Akon	PF15490	Telomere-capping, CST complex subunit
evm.model.HIC_ASM_5.11573_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_5.11573_Akon	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
evm.model.HIC_ASM_5.11573_Akon	PF12872	OST-HTH/LOTUS domain
evm.model.CTG_13262.1_Akon	PF01066	CDP-alcohol phosphatidyltransferase
evm.model.HIC_ASM_5.8518_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_9.10448_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_9.10455_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_4.1946.1_Akon	PF00210	Ferritin-like domain
evm.model.HIC_ASM_6.9436_Akon	PF12166	Piezo non-specific cation channel, R-Ras-binding domain
evm.model.HIC_ASM_2.7649_Akon	PF12166	Piezo non-specific cation channel, R-Ras-binding domain
evm.model.HIC_ASM_2.5083_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_1.48_Akon	PF00249	Myb-like DNA-binding domain
evm.model.CTG_5167.1_Akon	PF00249	Myb-like DNA-binding domain
evm.model.HIC_ASM_7.54_Akon	PF00046	Homeobox domain
evm.model.HIC_ASM_7.54_Akon	PF01852	START domain
evm.model.HIC_ASM_7.54_Akon	PF08670	MEKHLA domain
evm.model.HIC_ASM_7.288_Akon	PF00046	Homeobox domain
evm.model.HIC_ASM_7.288_Akon	PF01852	START domain
evm.model.HIC_ASM_7.288_Akon	PF08670	MEKHLA domain
evm.model.CTG_8972.12_Akon	PF00046	Homeobox domain
evm.model.CTG_8972.12_Akon	PF01852	START domain
evm.model.CTG_8972.12_Akon	PF08670	MEKHLA domain
evm.model.HIC_ASM_4.11744_Akon	PF00240	Ubiquitin family
evm.model.HIC_ASM_4.11744_Akon	PF00443	Ubiquitin carboxyl-terminal hydrolase
evm.model.HIC_ASM_1.10383_Akon	PF03168	Late embryogenesis abundant protein
evm.model.HIC_ASM_0.5581_evm.model.HIC_ASM_0.5582_Akon	PF00415	Regulator of chromosome condensation (RCC1) repeat
evm.model.HIC_ASM_6.7482_Akon	PF00481	Protein phosphatase 2C
evm.model.HIC_ASM_11.404_Akon	PF00481	Protein phosphatase 2C
evm.model.HIC_ASM_7.7654_Akon	PF07765	KIP1-like protein
evm.model.CTG_16284.7_Akon	PF07765	KIP1-like protein
evm.model.CTG_20017.6_Akon	PF08241	Methyltransferase domain
evm.model.HIC_ASM_10.364_Akon	PF08241	Methyltransferase domain
evm.model.HIC_ASM_0.5586_Akon	PF00025	ADP-ribosylation factor family
evm.model.HIC_ASM_4.2893_Akon	PF01145	SPFH domain / Band 7 family
evm.model.HIC_ASM_8.91_Akon	PF02260	FATC domain
evm.model.HIC_ASM_8.91_Akon	PF00454	Phosphatidylinositol 3- and 4-kinase
evm.model.CTG_7307.22_Akon	PF00249	Myb-like DNA-binding domain
evm.model.CTG_7307.22_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_4.624_Akon	PF13181	Tetratricopeptide repeat
evm.model.HIC_ASM_4.624_Akon	PF00515	Tetratricopeptide repeat
evm.model.HIC_ASM_8.1189_Akon	PF04898	Glutamate synthase central domain
evm.model.HIC_ASM_8.1189_Akon	PF00310	Glutamine amidotransferases class-II
evm.model.HIC_ASM_8.1189_Akon	PF01493	GXGXG motif
evm.model.HIC_ASM_8.1189_Akon	PF01645	Conserved region in glutamate synthase
evm.model.HIC_ASM_8.1189_Akon	PF14691	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
evm.model.HIC_ASM_8.1189_Akon	PF07992	Pyridine nucleotide-disulphide oxidoreductase
evm.model.CTG_5330.16_Akon	PF00106	short chain dehydrogenase
evm.model.HIC_ASM_4.890_Akon	PF00925	GTP cyclohydrolase II
evm.model.HIC_ASM_4.890_Akon	PF00926	3,4-dihydroxy-2-butanone 4-phosphate synthase
evm.model.CTG_19186.7_Akon	PF00925	GTP cyclohydrolase II
evm.model.CTG_19186.7_Akon	PF00926	3,4-dihydroxy-2-butanone 4-phosphate synthase
evm.model.CTG_4946.5.4_Akon	PF04434	SWIM zinc finger
evm.model.CTG_4946.5.4_Akon	PF03101	FAR1 DNA-binding domain
evm.model.CTG_4946.5.4_Akon	PF10551	MULE transposase domain
evm.model.HIC_ASM_3.7754.2_Akon	PF04434	SWIM zinc finger
evm.model.HIC_ASM_3.7754.2_Akon	PF03101	FAR1 DNA-binding domain
evm.model.HIC_ASM_3.7754.2_Akon	PF10551	MULE transposase domain
evm.model.HIC_ASM_9.589_Akon	PF00574	Clp protease
evm.model.HIC_ASM_12.3921_Akon	PF18890	FANCL_d2
evm.model.HIC_ASM_12.3921_Akon	PF11793	FANCL C-terminal domain
evm.model.HIC_ASM_12.3921_Akon	PF18891	FANCL_d3
evm.model.HIC_ASM_12.3964_Akon	PF18890	FANCL_d2
evm.model.HIC_ASM_12.3964_Akon	PF11793	FANCL C-terminal domain
evm.model.HIC_ASM_12.3964_Akon	PF18891	FANCL_d3
evm.model.HIC_ASM_6.1785.1_Akon	PF04114	Gaa1-like, GPI transamidase component
evm.model.CTG_17537.5_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_3.767_Akon	PF02201	SWIB/MDM2 domain
evm.model.HIC_ASM_0.5559_Akon	PF02138	Beige/BEACH domain
evm.model.HIC_ASM_0.5559_Akon	PF14844	PH domain associated with Beige/BEACH
evm.model.HIC_ASM_0.5559_Akon	PF00400	WD domain, G-beta repeat
evm.model.HIC_ASM_10.4712_Akon	PF01789	PsbP
evm.model.HIC_ASM_6.9035_Akon	PF00320	GATA zinc finger
evm.model.HIC_ASM_6.9060_Akon	PF00320	GATA zinc finger
evm.model.HIC_ASM_7.72.2_Akon	PF07983	X8 domain
evm.model.HIC_ASM_7.72.2_Akon	PF00332	Glycosyl hydrolases family 17
evm.model.HIC_ASM_7.252.2_Akon	PF07983	X8 domain
evm.model.HIC_ASM_7.252.2_Akon	PF00332	Glycosyl hydrolases family 17
evm.model.HIC_ASM_0.6192_Akon	PF05176	ATP-synt_10
evm.model.HIC_ASM_0.6226_Akon	PF05176	ATP-synt_10
evm.model.HIC_ASM_4.13724_Akon	PF02536	mTERF
evm.model.HIC_ASM_4.13604_Akon	PF02536	mTERF
evm.model.HIC_ASM_12.2583_Akon	PF08615	Ribonuclease H2 non-catalytic subunit (Ylr154p-like)
evm.model.HIC_ASM_0.6545_Akon	PF08212	Lipocalin-like domain
