queryid_pep	go_id	go_term	go_domain
evm.model.HIC_ASM_11.888_Akon	GO:0004519	endonuclease activity	MF
evm.model.HIC_ASM_11.888_Akon	GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
evm.model.HIC_ASM_11.888_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_11.888_Akon	GO:0006285	base-excision repair, AP site formation	BP
evm.model.HIC_ASM_8.7289_Akon	GO:0006811	ion transport	BP
evm.model.HIC_ASM_8.7289_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.14302_Akon	GO:0006811	ion transport	BP
evm.model.HIC_ASM_4.14302_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.2246_Akon	GO:0006811	ion transport	BP
evm.model.HIC_ASM_11.2246_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_2877.7_Akon	GO:0006811	ion transport	BP
evm.model.CTG_2877.7_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_19498_2.13_Akon	GO:0006811	ion transport	BP
evm.model.CTG_19498_2.13_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_12794.2_Akon	GO:0006811	ion transport	BP
evm.model.CTG_12794.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.11557_Akon	GO:0016787	hydrolase activity	MF
evm.model.CTG_1595.18_Akon	GO:0016787	hydrolase activity	MF
evm.model.CTG_20042.22.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.785_Akon	GO:0015986	ATP synthesis coupled proton transport	BP
evm.model.HIC_ASM_4.785_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.785_Akon	GO:0015078	proton transmembrane transporter activity	MF
evm.model.HIC_ASM_4.785_Akon	GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	CC
evm.model.CTG_11463.2_Akon	GO:0015986	ATP synthesis coupled proton transport	BP
evm.model.CTG_11463.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_11463.2_Akon	GO:0015078	proton transmembrane transporter activity	MF
evm.model.CTG_11463.2_Akon	GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	CC
evm.model.HIC_ASM_10.604_Akon	GO:0003682	chromatin binding	MF
evm.model.HIC_ASM_10.604_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_10.604_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_10.600_Akon	GO:0003682	chromatin binding	MF
evm.model.HIC_ASM_10.600_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_10.600_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.9450_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.9450_Akon	GO:0005886	plasma membrane	CC
evm.model.HIC_ASM_6.9450_Akon	GO:0015095	magnesium ion transmembrane transporter activity	MF
evm.model.HIC_ASM_6.9450_Akon	GO:0005769	early endosome	CC
evm.model.CTG_9150.7_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_9150.7_Akon	GO:0005886	plasma membrane	CC
evm.model.CTG_9150.7_Akon	GO:0015095	magnesium ion transmembrane transporter activity	MF
evm.model.CTG_9150.7_Akon	GO:0005769	early endosome	CC
evm.model.HIC_ASM_12.4949_Akon	GO:0006511	ubiquitin-dependent protein catabolic process	BP
evm.model.HIC_ASM_12.4949_Akon	GO:0031625	ubiquitin protein ligase binding	MF
evm.model.HIC_ASM_4.12567_Akon	GO:0006511	ubiquitin-dependent protein catabolic process	BP
evm.model.HIC_ASM_4.12567_Akon	GO:0031625	ubiquitin protein ligase binding	MF
evm.model.HIC_ASM_9.8199.1_Akon	GO:0043666	regulation of phosphoprotein phosphatase activity	BP
evm.model.HIC_ASM_9.8199.1_Akon	GO:0019903	protein phosphatase binding	MF
evm.model.CTG_15308.5.1_Akon	GO:0043666	regulation of phosphoprotein phosphatase activity	BP
evm.model.CTG_15308.5.1_Akon	GO:0019903	protein phosphatase binding	MF
evm.model.HIC_ASM_12.245.1_Akon	GO:0043666	regulation of phosphoprotein phosphatase activity	BP
evm.model.HIC_ASM_12.245.1_Akon	GO:0019903	protein phosphatase binding	MF
evm.model.CTG_16737.1_Akon	GO:0004672	protein kinase activity	MF
evm.model.CTG_16737.1_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_16737.1_Akon	GO:0004842	ubiquitin-protein transferase activity	MF
evm.model.HIC_ASM_6.9427_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_6.9427_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_19194.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.14_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_6.14_Akon	GO:0005544	calcium-dependent phospholipid binding	MF
evm.model.CTG_9658.8_Akon	GO:0005509	calcium ion binding	MF
evm.model.CTG_9658.8_Akon	GO:0005544	calcium-dependent phospholipid binding	MF
evm.model.HIC_ASM_5.4271_Akon	GO:0005618	cell wall	CC
evm.model.HIC_ASM_5.4271_Akon	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	MF
evm.model.HIC_ASM_5.4271_Akon	GO:0048046	apoplast	CC
evm.model.HIC_ASM_5.4271_Akon	GO:0016762	xyloglucan:xyloglucosyl transferase activity	MF
evm.model.HIC_ASM_5.4271_Akon	GO:0042546	cell wall biogenesis	BP
evm.model.HIC_ASM_5.4271_Akon	GO:0010411	xyloglucan metabolic process	BP
evm.model.HIC_ASM_5.4271_Akon	GO:0071555	cell wall organization	BP
evm.model.HIC_ASM_11.691_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_11.691_Akon	GO:0044877	protein-containing complex binding	MF
evm.model.HIC_ASM_11.691_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_9.92_Akon	GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase	MF
evm.model.HIC_ASM_9.92_Akon	GO:0009089	lysine biosynthetic process via diaminopimelate	BP
evm.model.HIC_ASM_9.92_Akon	GO:0019877	diaminopimelate biosynthetic process	BP
evm.model.HIC_ASM_9.92_Akon	GO:0070402	NADPH binding	MF
evm.model.CTG_16903.3.1_Akon	GO:0042254	ribosome biogenesis	BP
evm.model.CTG_16903.3.1_Akon	GO:0005730	nucleolus	CC
evm.model.CTG_8109.9_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_8109.9_Akon	GO:0016874	ligase activity	MF
evm.model.HIC_ASM_11.512_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.512_Akon	GO:0016874	ligase activity	MF
evm.model.CTG_2959.6_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_2959.6_Akon	GO:0016874	ligase activity	MF
evm.model.HIC_ASM_1.653_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.1361_Akon	GO:0018024	histone-lysine N-methyltransferase activity	MF
evm.model.HIC_ASM_10.1361_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_10.1361_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.1719_evm.model.HIC_ASM_6.1720_Akon	GO:0018024	histone-lysine N-methyltransferase activity	MF
evm.model.HIC_ASM_6.1719_evm.model.HIC_ASM_6.1720_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_6.1719_evm.model.HIC_ASM_6.1720_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_11.734_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_11.734_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_11.734_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_11.718_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_11.718_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_11.718_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_9.728_Akon	GO:0047429	nucleoside-triphosphate diphosphatase activity	MF
evm.model.CTG_16144.3_Akon	GO:0047429	nucleoside-triphosphate diphosphatase activity	MF
evm.model.HIC_ASM_6.9419_Akon	GO:0005975	carbohydrate metabolic process	BP
evm.model.HIC_ASM_6.9419_Akon	GO:0030246	carbohydrate binding	MF
evm.model.HIC_ASM_6.9419_Akon	GO:0004565	beta-galactosidase activity	MF
evm.model.HIC_ASM_12.3860_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.3860_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_6.8945_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.8945_Akon	GO:0043565	sequence-specific DNA binding	MF
evm.model.HIC_ASM_6.8945_Akon	GO:0003700	DNA-binding transcription factor activity	MF
evm.model.HIC_ASM_6.8959_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.8959_Akon	GO:0043565	sequence-specific DNA binding	MF
evm.model.HIC_ASM_6.8959_Akon	GO:0003700	DNA-binding transcription factor activity	MF
evm.model.HIC_ASM_2.43_Akon	GO:0042626	ATPase-coupled transmembrane transporter activity	MF
evm.model.HIC_ASM_2.43_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_2.43_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_2.43_Akon	GO:0016887	ATPase activity	MF
evm.model.CTG_1674.6_Akon	GO:0042626	ATPase-coupled transmembrane transporter activity	MF
evm.model.CTG_1674.6_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_1674.6_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_1674.6_Akon	GO:0016887	ATPase activity	MF
evm.model.CTG_20010.4_Akon	GO:0046873	metal ion transmembrane transporter activity	MF
evm.model.CTG_20010.4_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.5845_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_3.5845_Akon	GO:0042393	histone binding	MF
evm.model.HIC_ASM_11.529_Akon	GO:0008380	RNA splicing	BP
evm.model.HIC_ASM_11.529_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_11.529_Akon	GO:0006397	mRNA processing	BP
evm.model.HIC_ASM_12.3804_Akon	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	MF
evm.model.HIC_ASM_12.3804_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_12.3804_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_6.716_Akon	GO:0005768	endosome	CC
evm.model.HIC_ASM_6.716_Akon	GO:0007034	vacuolar transport	BP
evm.model.CTG_16267.4_Akon	GO:0005768	endosome	CC
evm.model.CTG_16267.4_Akon	GO:0007034	vacuolar transport	BP
evm.model.HIC_ASM_0.4878_Akon	GO:0005768	endosome	CC
evm.model.HIC_ASM_0.4878_Akon	GO:0007034	vacuolar transport	BP
evm.model.HIC_ASM_4.210_Akon	GO:0005545	1-phosphatidylinositol binding	MF
evm.model.HIC_ASM_4.210_Akon	GO:0048268	clathrin coat assembly	BP
evm.model.HIC_ASM_4.210_Akon	GO:0030276	clathrin binding	MF
evm.model.HIC_ASM_4.210_Akon	GO:0005794	Golgi apparatus	CC
evm.model.HIC_ASM_4.210_Akon	GO:0030136	clathrin-coated vesicle	CC
evm.model.HIC_ASM_4.210_Akon	GO:0005905	clathrin-coated pit	CC
evm.model.HIC_ASM_4.210_Akon	GO:0006897	endocytosis	BP
evm.model.HIC_ASM_9.3906_Akon	GO:0005545	1-phosphatidylinositol binding	MF
evm.model.HIC_ASM_9.3906_Akon	GO:0048268	clathrin coat assembly	BP
evm.model.HIC_ASM_9.3906_Akon	GO:0030276	clathrin binding	MF
evm.model.HIC_ASM_9.3906_Akon	GO:0005794	Golgi apparatus	CC
evm.model.HIC_ASM_9.3906_Akon	GO:0030136	clathrin-coated vesicle	CC
evm.model.HIC_ASM_9.3906_Akon	GO:0005905	clathrin-coated pit	CC
evm.model.HIC_ASM_9.3906_Akon	GO:0006897	endocytosis	BP
evm.model.HIC_ASM_8.159_Akon	GO:0004799	thymidylate synthase activity	MF
evm.model.HIC_ASM_8.159_Akon	GO:0004146	dihydrofolate reductase activity	MF
evm.model.HIC_ASM_8.159_Akon	GO:0046654	tetrahydrofolate biosynthetic process	BP
evm.model.HIC_ASM_8.159_Akon	GO:0006231	dTMP biosynthetic process	BP
evm.model.HIC_ASM_8.159_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_8.159_Akon	GO:0006730	one-carbon metabolic process	BP
evm.model.HIC_ASM_1.10639_Akon	GO:0004799	thymidylate synthase activity	MF
evm.model.HIC_ASM_1.10639_Akon	GO:0004146	dihydrofolate reductase activity	MF
evm.model.HIC_ASM_1.10639_Akon	GO:0046654	tetrahydrofolate biosynthetic process	BP
evm.model.HIC_ASM_1.10639_Akon	GO:0006231	dTMP biosynthetic process	BP
evm.model.HIC_ASM_1.10639_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_1.10639_Akon	GO:0006730	one-carbon metabolic process	BP
evm.model.HIC_ASM_1.10651_Akon	GO:0004799	thymidylate synthase activity	MF
evm.model.HIC_ASM_1.10651_Akon	GO:0004146	dihydrofolate reductase activity	MF
evm.model.HIC_ASM_1.10651_Akon	GO:0046654	tetrahydrofolate biosynthetic process	BP
evm.model.HIC_ASM_1.10651_Akon	GO:0006231	dTMP biosynthetic process	BP
evm.model.HIC_ASM_1.10651_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_1.10651_Akon	GO:0006730	one-carbon metabolic process	BP
evm.model.HIC_ASM_11.3639_Akon	GO:0051301	cell division	BP
evm.model.HIC_ASM_11.3639_Akon	GO:0007049	cell cycle	BP
evm.model.HIC_ASM_5.9905_Akon	GO:0051301	cell division	BP
evm.model.HIC_ASM_5.9905_Akon	GO:0007049	cell cycle	BP
evm.model.HIC_ASM_7.4581_Akon	GO:0008289	lipid binding	MF
evm.model.HIC_ASM_7.4581_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_7.4581_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_7.4581_Akon	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	MF
evm.model.HIC_ASM_7.2281_Akon	GO:0008289	lipid binding	MF
evm.model.HIC_ASM_7.2281_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_7.2281_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_7.2281_Akon	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	MF
evm.model.HIC_ASM_4.1417.2_Akon	GO:0009088	threonine biosynthetic process	BP
evm.model.HIC_ASM_4.1417.2_Akon	GO:0050661	NADP binding	MF
evm.model.HIC_ASM_4.1417.2_Akon	GO:0009097	isoleucine biosynthetic process	BP
evm.model.HIC_ASM_4.1417.2_Akon	GO:0009086	methionine biosynthetic process	BP
evm.model.HIC_ASM_4.1417.2_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_4.1417.2_Akon	GO:0004412	homoserine dehydrogenase activity	MF
evm.model.CTG_9839.3.2_Akon	GO:0009088	threonine biosynthetic process	BP
evm.model.CTG_9839.3.2_Akon	GO:0050661	NADP binding	MF
evm.model.CTG_9839.3.2_Akon	GO:0009097	isoleucine biosynthetic process	BP
evm.model.CTG_9839.3.2_Akon	GO:0009086	methionine biosynthetic process	BP
evm.model.CTG_9839.3.2_Akon	GO:0016301	kinase activity	MF
evm.model.CTG_9839.3.2_Akon	GO:0004412	homoserine dehydrogenase activity	MF
evm.model.HIC_ASM_6.490_Akon	GO:0042274	ribosomal small subunit biogenesis	BP
evm.model.HIC_ASM_6.490_Akon	GO:0000469	cleavage involved in rRNA processing	BP
evm.model.HIC_ASM_6.490_Akon	GO:0004521	endoribonuclease activity	MF
evm.model.HIC_ASM_6.490_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.490_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_6.531_Akon	GO:0042274	ribosomal small subunit biogenesis	BP
evm.model.HIC_ASM_6.531_Akon	GO:0000469	cleavage involved in rRNA processing	BP
evm.model.HIC_ASM_6.531_Akon	GO:0004521	endoribonuclease activity	MF
evm.model.HIC_ASM_6.531_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.531_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_6.9297.2_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_11.1088_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_11.1088_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_7.6530_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_7.6530_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_3.9443_Akon	GO:0010181	FMN binding	MF
evm.model.HIC_ASM_3.9443_Akon	GO:0031408	oxylipin biosynthetic process	BP
evm.model.HIC_ASM_3.9443_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.HIC_ASM_12.133_Akon	GO:0070652	HAUS complex	CC
evm.model.HIC_ASM_12.133_Akon	GO:0051225	spindle assembly	BP
evm.model.HIC_ASM_12.137_Akon	GO:0070652	HAUS complex	CC
evm.model.HIC_ASM_12.137_Akon	GO:0051225	spindle assembly	BP
evm.model.HIC_ASM_10.2714_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_10.2714_Akon	GO:0030247	polysaccharide binding	MF
evm.model.HIC_ASM_10.2714_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.1134_Akon	GO:0016874	ligase activity	MF
evm.model.HIC_ASM_10.3833_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.HIC_ASM_10.3833_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.3833_Akon	GO:0009522	photosystem I	CC
evm.model.HIC_ASM_10.3833_Akon	GO:0015979	photosynthesis	BP
evm.model.HIC_ASM_3.8387.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9063_Akon	GO:0008654	phospholipid biosynthetic process	BP
evm.model.HIC_ASM_5.9063_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9063_Akon	GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	MF
evm.model.HIC_ASM_2.7429_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_2.7429_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_1.325_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_1.325_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_2.7457_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_2.7457_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_9.10333.6_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_9.10333.6_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_18646.4_Akon	GO:0003723	RNA binding	MF
evm.model.CTG_18646.4_Akon	GO:0003968	RNA-directed 5'-3' RNA polymerase activity	MF
evm.model.CTG_18646.4_Akon	GO:0031047	gene silencing by RNA	BP
evm.model.HIC_ASM_3.9100.2_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_3.9100.2_Akon	GO:0003968	RNA-directed 5'-3' RNA polymerase activity	MF
evm.model.HIC_ASM_3.9100.2_Akon	GO:0031047	gene silencing by RNA	BP
evm.model.HIC_ASM_3.9103_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_3.9103_Akon	GO:0003968	RNA-directed 5'-3' RNA polymerase activity	MF
evm.model.HIC_ASM_3.9103_Akon	GO:0031047	gene silencing by RNA	BP
evm.model.HIC_ASM_11.1819_Akon	GO:0006353	DNA-templated transcription, termination	BP
evm.model.HIC_ASM_11.1819_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_11.1819_Akon	GO:0003690	double-stranded DNA binding	MF
evm.model.CTG_11389.8_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_11389.8_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_11389.8_Akon	GO:0051536	iron-sulfur cluster binding	MF
evm.model.CTG_11389.8_Akon	GO:0016887	ATPase activity	MF
evm.model.HIC_ASM_7.469.2_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_7.469.2_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_7.469.2_Akon	GO:0051536	iron-sulfur cluster binding	MF
evm.model.HIC_ASM_7.469.2_Akon	GO:0016887	ATPase activity	MF
evm.model.HIC_ASM_6.1647_Akon	GO:0009538	photosystem I reaction center	CC
evm.model.HIC_ASM_6.1647_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.HIC_ASM_6.1647_Akon	GO:0015979	photosynthesis	BP
evm.model.CTG_7549.10_Akon	GO:0009538	photosystem I reaction center	CC
evm.model.CTG_7549.10_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.CTG_7549.10_Akon	GO:0015979	photosynthesis	BP
evm.model.CTG_18287.3_Akon	GO:0009538	photosystem I reaction center	CC
evm.model.CTG_18287.3_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.CTG_18287.3_Akon	GO:0015979	photosynthesis	BP
evm.model.HIC_ASM_5.9439_Akon	GO:0007165	signal transduction	BP
evm.model.CTG_19284.7_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_19284.7_Akon	GO:0031124	mRNA 3'-end processing	BP
evm.model.CTG_19284.7_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_12.4378_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.4378_Akon	GO:0055085	transmembrane transport	BP
evm.model.HIC_ASM_12.4350_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.4350_Akon	GO:0055085	transmembrane transport	BP
evm.model.HIC_ASM_9.945.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_9.945.1_Akon	GO:0055085	transmembrane transport	BP
evm.model.HIC_ASM_11.2945_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.2945_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.HIC_ASM_11.2924_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.2924_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.HIC_ASM_12.5114_Akon	GO:0004640	phosphoribosylanthranilate isomerase activity	MF
evm.model.HIC_ASM_12.5114_Akon	GO:0000162	tryptophan biosynthetic process	BP
evm.model.HIC_ASM_8.1642_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_8.1642_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_10.1428_Akon	GO:0030150	protein import into mitochondrial matrix	BP
evm.model.HIC_ASM_10.1428_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.1428_Akon	GO:0008320	protein transmembrane transporter activity	MF
evm.model.HIC_ASM_10.1428_Akon	GO:0005741	mitochondrial outer membrane	CC
evm.model.HIC_ASM_0.3796_Akon	GO:0003743	translation initiation factor activity	MF
evm.model.CTG_15026.1_Akon	GO:0003743	translation initiation factor activity	MF
evm.model.HIC_ASM_10.1205_Akon	GO:0008233	peptidase activity	MF
evm.model.CTG_18468.8_Akon	GO:0008233	peptidase activity	MF
evm.model.HIC_ASM_12.517_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_12.517_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_2.7439_Akon	GO:0006629	lipid metabolic process	BP
evm.model.HIC_ASM_2.7469_Akon	GO:0006629	lipid metabolic process	BP
evm.model.HIC_ASM_4.6204_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_4.6204_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_0.6138_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_0.6138_Akon	GO:0000139	Golgi membrane	CC
evm.model.HIC_ASM_0.6138_Akon	GO:0030127	COPII vesicle coat	CC
evm.model.HIC_ASM_0.6138_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_0.6138_Akon	GO:0005856	cytoskeleton	CC
evm.model.HIC_ASM_0.6138_Akon	GO:0090114	COPII-coated vesicle budding	BP
evm.model.HIC_ASM_0.6138_Akon	GO:0006886	intracellular protein transport	BP
evm.model.HIC_ASM_5.10086_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.10086_Akon	GO:0055085	transmembrane transport	BP
evm.model.HIC_ASM_5.10086_Akon	GO:0006811	ion transport	BP
evm.model.HIC_ASM_5.10086_Akon	GO:0005886	plasma membrane	CC
evm.model.HIC_ASM_11.6753_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.6753_Akon	GO:0055085	transmembrane transport	BP
evm.model.HIC_ASM_11.6753_Akon	GO:0006811	ion transport	BP
evm.model.HIC_ASM_11.6753_Akon	GO:0005886	plasma membrane	CC
evm.model.CTG_15213.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_15213.2_Akon	GO:0055085	transmembrane transport	BP
